date,headline,body,author,category,url
29-Nov-15,Mark Richt's resignation affecting Georgia's recruiting,"[View the story ""Georgia recruiting affected by Richt's resignation"" on Storify]


 ","Staff Reports
@redandblack",sports,https://www.redandblack.com/sports/mark-richt-s-resignation-affecting-georgia-s-recruiting/article_c122e682-96d0-11e5-8068-5369e6ac3bad.html
1-Dec-15,Oakland basketball is close to home for two Georgia players,"Forwards Yante Maten and Mike Edwards both grew up in the state of Michigan. Not only that, but both grew up within 45 minutes of the Oakland University campus in Auburn Hills, Michigan.Tonight both players didn’t have to make the short trek over to Athletics Center O’rena where the Oakland basketball team plays. Tonight the Golden Grizzles made the 12 and a half hour drive to play the two Georgia big men that helped the Bulldogs beat the team from their native state.  “It feels great to get a win against a team from Michigan,” Maten, a sophomore from Pontiac Michigan said. “A lot of my friends were telling me about this game so it’s always good to get a win against a team from your home state.”


 


Maten who grew up a mere five minutes from the Oakland campus he said he used to go watch Oakland basketball as a kid.“I went and watched them a couple of times when I was younger,” Maten said. “But when high school rolled around and I was traveling a lot I didn’t get a chance too.”Not only did he get to play against the coach he used to watch in the stands, but he also led Georgia to a 86-82 victory over the Golden Grizzles. Maten matched his career night against Seton Hall with 21 points and added nine rebounds (six of them offensive) and three blocks to go along with it.In the first half he continued to show off his post moves that he had been working on in the offseason. Six of his ten first half points started with him receiving the ball with his back to the basket. His biggest contribution to the Georgia victory came in the second half when knocked down the game winning free throws with 30 seconds remaining.“Both me and [Edwards] have history in Michigan so it was nice to get this win,” Maten said.Edwards, who grew up 45 minutes away from Oakland University in Westland Mich. had a career night himself against several familiar faces. The freshman had a career high 14 points along with six rebounds against a couple of players he played on the same team with.“I played on the same high school team with number two Nick Daniels and the same summer team with number 20 Kay Felder,” Edwards said.He also had a similar sentiment to Maten’s joy with a win against his former state. With a big grin on his face he said it was fun beating some of the Oakland players that were his teammates in high school.


 


“It makes me feel even better that I had my best game against some of them,” Edwards said. “I am definitely going to rub it in their faces.”","Alex Makrides
@amakrides00",sports,https://www.redandblack.com/sports/mens_basketball/oakland-basketball-is-close-to-home-for-two-georgia-players/article_1634f234-98a5-11e5-9f96-c3093cfa3788.html
3-Dec-15,"Eason come, Eason go: Richt departure leaves 5-star quarterback's commitment in doubt","It was a trip he made on his own accord.After Georgia’s game against Auburn on Nov. 24, former Georgia head coach Mark Richt took a trip to Lake Stevens, Washington, the hometown of Lake Stevens High School quarterback and five-star recruit Jacob Eason. The reason, Richt said in his teleconference the following Sunday, was to enjoy each other’s company.Did his tune change after his dismissal from Georgia football? Nope.


 


“The message was to basically go in there and enjoy each other’s company, No. 1,” Richt said on Monday. “And No. 2 was get ready to play some ball for the Dogs.”Georgia’s third and final loss of the regular season came to Florida on the last day in October. Since then, the former head coach’s job was suspected to be in limbo. Because of the timing, the trip to Washington carried with it the weight of warning.Eason is ranked within the top 10 of all 2016 recruits by most recruiting sites, within the top three in rankings of the nation’s pro-style quarterbacks and is a huge piece of Georgia’s recruiting class.Not even Richt denies that.What Richt has neither confirmed nor denied is whether or not his visit to Eason, back in November, was to brace Georgia’s touted recruit for the oncoming cyclone of attention Richt’s job status was about to endure.Richt talked to Eason on Sunday after news of his dismissal from Georgia football broke.“I said, ‘Be patient,’” Richt said. “I said, ‘See who that next guy is and you might get really excited about that and then the rest of the guys might get really excited about that.’”Those other guys Richt mentioned are the 16 other commits and handful of potential signees following suit, prepared to join the team alongside Georgia’s projected epicenter under center. The fear is if Eason should flip on his commitment to the Georgia football program, others will follow suit.


 


Reports circulated the Internet on Monday saying Eason made a trip to visit the University of Florida’s campus. Not only does this bode poorly for Georgia, but it’s a gutsy move for Florida. The Gators have a four-star quarterback commit named Feleipe Franks.How would you feel if the school you committed to entertained the idea of flipping a different quarterback from a rival? Franks said it best: not good.So Florida is taking a risk on Eason, but what risks is Georgia taking? Georgia’s athletic director Greg McGarity said he was unsure exactly who was on the road recruiting in Richt’s stead. That’s not necessarily the answer Georgia fans hoped for.But, either way, Richt didn’t seem to be worried on Monday.“I’m not saying don’t check out other options or be proactive, but don’t jump the gun,” Richt said of Eason. “You chose Georgia for a reason, and it was more than just me, or coach Schottenheimer or whatever it may be.”Jacob Eason and his father Tony Eason could not be reached for comment by The Red & Black following Richt’s firing.Jacob Eason confirmed his Florida visit on social media Tuesday, tweeting, “Landed in Gainsville looking forward to checking out the swamp,” followed by a classic gator emoji — a Georgia fan’s worst nightmare.Jacob Eason might be searching for a new school to take up the scepter and lead. According to Richt, Eason is already a leader a Georgia; that responsibility was thrust upon him the moment he signed his financial aid papers.


TNCMS.AdManager.render({region: 'fixed-big-ad-bottom-asset', slot: 1, fold: ""below""});


“It was just a matter of knowing that he is a very important part of the recruiting class,” Richt said. “When you have a quarterback commit early, you ask him to lead, already. You not here yet, but you can lead by helping build your class, and I think he’s done a great job of that.”","Taylor Denman
@t_d_denman",sports,https://www.redandblack.com/sports/eason-come-eason-go-richt-departure-leaves--star-quarterback/article_074177fa-9a05-11e5-89e7-4b4f8ae72d04.html
3-Dec-15,"Mark Richt will not coach UGA's bowl game, McClendon to serve as interim","The Mark Richt era at UGA is officially over.Despite indications early in the week that Richt would remain in Athens through bowl season, UGA confirmed Thursday afternoon that Richt will not serve as the Bulldogs' head coach in whichever bowl they are invited to. In his stead, wide receivers coach and longtime UGA assistant Bryan McClendon will serve as interim head coach.McClendon is in his first year as wide receivers coach after he spent 2009-2014 as UGA's running backs coach. McClendon has also been Georgia's recruiting coordinator since 2014 and earned the title of assistant head coach as well. 


 


Prior to becoming a coach, McClendon played four season as a Bulldog. He was a four-time letter winning wide receiver from 2002-2005, during which period he and his teammates won two Southeastern Conference titles.J. Reid Parker Director of Athletics Greg McGarity, who named McClendon as interim coach, indicated in a release that aside from McClendon moving up on the totem pole, no other coaches will move positions prior to the bowl, including offensive coordinator Brian Schottenheimer and defensive coordinator Jeremy Pruitt.""I've asked Bryan to assume all administrative duties of the head coach,"" McGarity said. ""This will be the least disruptive option for our players and staff as they begin preparations for our bowl game.""The news of McClendon coaching UGA during bowl season comes with little surprise as reports surfaced Wednesday night that Richt is likely to be named the next head coach at the University of Miami, his alma mater. Richt has not been officially announced as Miami's next head coach, but the Hurricanes' official twitter account indicated Thursday that the school's next head coach will be announced Friday at 10 a.m.","Staff Reports
@redandblack",sports,https://www.redandblack.com/sports/mark-richt-will-not-coach-uga-s-bowl-game-mcclendon/article_6ad4d38c-99f8-11e5-828c-6b84857fbb67.html
7-Dec-15,"Smart makes trip to Washington, discusses his philosophy for in-state recruiting","It is not yet clear who will remain on Georgia football's coaching staff under head coach Kirby Smart and which coaches could potentially be brought on, but recruiting will be affected.It already has been.Since Mark Richt was officially fired on Nov. 29, the drama of Georgia football recruiting has been a sort of wreck that UGA Athletics is trying to salvage before its list of 16 hard commitments dwindles.


 


Smart said, following his news conference in Athens on Monday, he was already making a trip to Washington to visit Georgia's five-star quarterback commitment, Jacob Eason.Smart's strategy to keep his current commitments satified, he stated, is the simple concept of honesty. ""[I'll] be up front,"" Smart said. ""There is change going on and change is inevitable. I think it's really important they understand that, and it's important they get to know me.""Coaching staff will have some play in which high school prospects stay and which leave. Smart's soon-to-be-former boss Nick Saban surrounded himself with great recruiters, including Smart himself.The dead period for recruiting starts on Monday Dec. 14, and Smart said he likely won't finalize his staff or make any big hires until after Georgia's bowl game and the conclusion of Alabama's College Football Playoff run.Until Smart returns to Tuscaloosa in a week, he will be on the road. As he mulls over the potential staff, Smart says recruiting will be an important play in who he decides to hire.""I've tried to assemble the best staff possible to go out and get as much depth and good players as we can in recruiting,"" Smart said. ""Make sure those are the right kind of student-athletes that will make right choices and decisions when they get here."" Thirteen of Georgia's 16 hard commitments hail from the state of Georgia, and the 2016 class is still fluid especially in the near the top. While Smart has a grand focus on the five-star recruit on the west coast, he can't lose sight of the talent in his own state.


 


According to Smart, Georgia is playing a game of precision with regards to in-state recruiting. Nail down the top talent, the kids down the street and the childhood fans. Make the University of Georgia, a state ripe for Southeastern Conference prospects, a destination for young Georgia high schoolers.""You're not going to keep every great player in this state,"" Smart said. ""It's not going to happen. It's a transient state. It's tough to recruit in because everybody comes in here to get their players. You have to do a thorough job. You have to get the ones you should get. I think there's a lot of great players in this state.""","Taylor Denman
@t_d_denman",sports,https://www.redandblack.com/sports/smart-makes-trip-to-washington-discusses-his-philosophy-for-in/article_d583b132-9d61-11e5-b971-5b14ced71c28.html
12-Dec-15,"5 Things to Know: Kirby Smart answers first questions as head coach, deans compete for College of Agricultural and Environmental Sciences","A lot goes on around campus, and sometimes it's hard to keep up with. From Kirby Smart to dean finalists, The Red & Black complied five of the top stories not to miss this week.1. Students participate sparsely on campus climate surveyThe “Count Me In” campus climate survey that ran from Oct. 20 to Nov. 20 hoped to collect response data from 30 percent of the university population but collected about 1,000 fewer responses by 48 hours before the end of the survey. Bill McDonald, dean of students, said the data will still be useful in assessing the climate of the university.


 


2. Kirby Smart answers questions in first press conference as head coach.On Dec. 7 Kirby Smart talked about what he wanted to see out of the football team at Georgia, what led him to this point, why he decided to leave Alabama and what the future holds for Georgia football.3. Universities include more gender pronoun options on applicationsUniversities such as Cornell University and the Michigan Institute of Technology are some of those starting to include more pronoun options in their applications. Others such as Boston University are contemplating the addition. Patrick Winter, the associate vice president for enrollment management, said the adjustment seemed unnecessary as UGA does not ask for preferred pronouns on its applications for admission nor is the information necessary to make an enrollment decision.4. Deans compete for position in College of Agricultural and Environmental SciencesKendall Lamkey, the first of five finalists for the position of dean of the College of Agricultural and Environmental Sciences, spoke Dec. 1 about his vision for agriculture in the state of Georgia and how the college would impact the state under his leadership. Gary Pierzynski, department head of agronomy at Kansas State University, also spoke on Dec. 3, and three more candidates will speak before the end of the semester.5. Former CNN president honors mentorCNN President Tom Johnson dedicated the Peyton Anderson Forum, a refurbished and redesigned space in the journalism building, to honor the mentor, Anderson, he credits with kickstarting his career. Johnson told students to seek out mentor relationships and said there are many men and women who would eagerly and proudly mentor them.


 ",Staff Reports,uganews,https://www.redandblack.com/uganews/things-to-know-kirby-smart-answers-first-questions-as-head/article_29521f0a-9e0d-11e5-a16b-176d2ec62555.html
11-Jan-16,Gymdogs fall to No. 15 after loss in season opener,"Georgia gymnastics dropped from its No. 9 preseason rank to No. 15 after a 196.925-195.2 loss to Michigan on Jan. 9, according to Road to Nationals.  The Wolverines improved their No. 7 ranking to become tied at No. 1 with LSU. No team scored above a 197 (averaging a 9.85 per routine) in the first meet. Florida, Oklahoma and UCLA round out the top five, respectively. Georgia ranks sixth of the eight programs in the Southeastern Conference, ahead of Arkansas and Kentucky.NCAA gymnastics rankings derive solely from competition results, so for most teams this week’s rank is based on one meet. Only a couple teams have competed in two meets.


 


When broken down by event, the Gymdogs rank highest on bars where they are tied for sixth. On floor Georgia is seventh. After a few mistakes in the season opener, Georgia ranks No. 17 on vault and No. 40 on beam.After scoring a 9.9 on bars in her collegiate debut, freshman Sydney Snead is tied at No. 4 on bars. Snead is also tied at 13th on vault. With a 9.9 on floor, senior Mary Beth Box is tied at No. 10. Senior Brittany Rogers also landed in the top 20 individually as she finished the weekend tied at No. 15 on bars.This weekend Georgia will compete against No. 16 Arkansas on the road on Jan. 15 and against No. 22 Stanford at home on Jan. 18.","Emily Giambalvo 
@EmilyGiam",sports,https://www.redandblack.com/sports/gymdogs-fall-to-no-after-loss-in-season-opener/article_651e9c08-b892-11e5-a5d3-3f8ca02749b6.html
12-Jan-16,Charles Mann rotates starting spot for betterment of the Bulldogs,"Charles Mann has become a utility player for the Georgia men’s basketball team this year. In trying to limit the effects of key injuries early in the season, head coach Mark Fox singled out his senior to fill in Georgia’s missing gaps.Mann, who switched from point guard to shooting guard last year, has shuffled between all five positions this year. Although the team is finally getting healthy, Mann continues to be the do-it-all player for Georgia.“I am a basketball player, so it doesn’t matter where I play,” Mann said. “I need to do whatever I need to do to help my team win.”


 


In the season opener, Mann lined up against Chattanooga’s Justin Tuoyo at the five, then countered the big-man role in Georgia’s second game by starting at point guard. Mann took over for an injured Kenny Gaines at shooting guard against Winthrop and has since spent most of his playing time at small forward.Mann has also played all five positions in a single game, doing so against High Point when he moved around from the one to the five in 31 minutes of playing time.What stands out from his excursions from guard to forward to center and back to guard is how much it has affected his offensive output.“In fairness to him, he hasn’t found any rhythm because I have moved him around so much,” Fox said.Photo by Randy Schafer


 


Fox has advocated the use of his more experienced players during times when the team is short-handed or in need of leadership. Mann has seen an increase in minutes away from his traditional-ball handling position.“He’s had to play several different positions, which you don’t see anyone do,” Fox said. “You don’t see guys do that in the NBA. He has been so unselfish and wiling to do whatever we need and not complain one time.""His selfless nature has had a noticeable impact on his numbers this year.Through 13 games last season, Mann was shooting 45.6 percent from the field while averaging 12.3 points per game, 5.4 rebounds a game and 3.7 assists a game. While Mann is averaging the same number of minutes this season, his field-goal percentage has dropped to 34.8 percent and his points per game, rebounds per game and assists per game have fallen as well. Statistics have never been of a huge concern to Mann, but he has expressed frustration with what he sees as an inability to contribute adequately to his team.“I haven’t been in a rhythm this year but that is not an excuse,” Mann said. “I just got to try to make it better for these final games.”Fellow senior guard Kenny Gaines expressed his empathy for his teammate, saying he felt bad Mann is out of sync because he has been all over the floor this year. He admitted Mann has at times appeared to be a little overwhelmed.Gaines did say he's seen progress in Mann.


TNCMS.AdManager.render({region: 'fixed-big-ad-bottom-asset', slot: 1, fold: ""below""});


“Right now I think he is just trying to figure out from game to game which Charles he wants to be or he needs to be or which Charles coach needs him to be,” Gaines said.While he is figuring out how to handle each position, Mann said he was not going to give up his attack-first mentality.Yante Maten said he hasn’t noticed any difference in how Mann attacks the hoop.  What he has noticed, though, is Mann’s leadership role. Because of his transition from one through five, he has been able to enlighten all of his teammates as to the nuances of each role.“He has been going around to all of us and telling us what we need to do, especially the freshmen because he has been in all their spots,” Maten said.In trying to figure out ways to compliment his get-to-the-basket style, Mann said he focused on developing a jump shot. He said he worked on it in the summer, knowing teams would prevent him from driving the lane. Mann has gotten to the point where he is confident enough in his jump shot to be his first move towards the basket instead of putting the ball on the floor.Fox said it’s not about the numbers. He has been pleased with how Mann has contributed to Georgia. Although his isn’t putting up eye-popping statistics like in years past, Fox said Mann is doing the small things to help his team’s success.“[Mann] is impacting winning,"" Fox said.","Alex Makrides
@amakrides00",sports,https://www.redandblack.com/sports/charles-mann-rotates-starting-spot-for-betterment-of-the-bulldogs/article_6d7bdd1e-b88f-11e5-82fd-6f8e8ab89eac.html
16-Jan-16,Georgia swimming and diving adds another impressive recruiting class,"The football team isn’t the only Georgia squad that will head into next season with an impressive recruiting class.The Georgia swimming and diving team has a lot to look forward to thanks to its impressive start to its 2016-2017 recruiting class as well.For head coach Jack Bauerle, selling a school with six women’s national titles and a plethora of Southeastern Conference titles is not difficult. What is difficult is finding swimmers with not only fast times, but with good work ethics as well.


 


There are two qualities that Bauerle said he specifically looks for when recruiting swimmers.“Desire and character,” Bauerle said. “When you sit face to face with an athlete you can really get a feel for how much they want to be good. I also like to know how much they’d like to be here.""Besides looking for desire and character in a recruit, Bauerle likes to observe the relationship each recruit has with his or her parents.“The most important thing on the home visit for me is to see how they treat their mother and father,” Bauerle said. “If they’re not going to treat their mother and father well, they’re not going to treat me well. If they roll their eyes at things their parents say, we try to back out the driveway.”Photo by Randy Schafer


 


So far, 17 swimmers have signed their National Letter of Intent to join Bauerle and his staff in Athens for the fall. There are nine women and eight men who have signed their NLI. In addition, 10 of the 17 swimmers are from the state of Georgia.Having a large amount of in-state swimmers commit to Georgia is something that Bauerle said he enjoys seeing.“I think the local kids are the lifeline of our program,” Bauerle said. “I think they have another impetus to succeed if they’re from here. It’s a very, very good swimming state.” Although Bauerle is excited to have a large amount of in-state swimmers, he said that he has his eyes on two swimmers in particular heading into next season in Veronica Burchill from Indiana and Javier Acevedo from Scarborough, Ontario. “Burchill’s going to be a real player and I think she’ll expand her repertoire,” Bauerle said. “Acevedo is extremely talented and we don’t even know what he’s going to do best yet. I’m excited about all of them. All of the ones coming I’m anxious to see how they’ll do.”The complete list of 17 swimmers is Jordan Guille, Christian Lorys, Sandra Scott, Ben Walker, John Wesley, Katherine Aikens, Mary Claire Cardwell, Jackson Ford, Lexi Glunn, Clayton Forde, Walker Higgins, Joshua Horne, Meryn McCann, Katherine Parker, Jordan Stout, Acevedo and Burchill.","John Durham
@johndurham32",sports,https://www.redandblack.com/sports/georgia-swimming-and-diving-adds-another-impressive-recruiting-class/article_bbd59bd4-ba4d-11e5-92ce-5ff22d50ae7d.html
16-Jan-16,Basketball notebook: Georgia registers season-low point total in blowout loss to Texas A&M;,"The Georgia men’s basketball team set a new season low for points in a game. Its 45 points was the worst mark by the Bulldogs since they scored 45 in a loss to Alabama in 2013.Georgia shot 28.3 percent in the game and only made 15 field goals over the course of 40 minutes.“Never were we able to find the ability to finish plays offensively,” Georgia head coach Mark Fox said.


 


Fox said he knew it would be a rough night offensively when he called a timeout early in the game and out of that timeout a couple of Georgia players ran a completely different play.“Mentally we were not there tonight, and I don’t know why that was,” Fox said.In the first half, Georgia shot 8-for-29 (27.6 percent) from the field and 2-for-10 (20 percent) from behind the arc.Georgia shooting 29% as it goes into the locker room with its largest halftime deficit of the season (15). A&M leads 38-23.— Alex Makrides (@amakrides00) January 16, 2016Twenty-three points also represents Georgia’s lowest halftime point total of the season.The scoring didn’t improve in the second half either. Georgia only managed to put up 22 points, which is its second lowest second-half point total of the season.“I just feel like we were all trying to make an impact,” senior Kenny Gaines said. “[The Aggies] were playing good defense , and [if] our shots are not falling, it can get a little ugly.”


 


And ugly it got. Georgia’s 34-point loss is its worst defeat since Mark Fox took over as head coach after the 2008-2009 season. Maten was to only player for Georgia to score in double figures and he still shot 4-for-13.“That’s as bad as we have had a team play in over a decade,” Fox said.Houston Kessler and the rest of the Bulldogs are shrugging their shoulders at this game. Georgia trails A&M 66-41 pic.twitter.com/4uGyruaYwx— Red & Black Sports (@redblacksports) January 16, 2016A&M’s length causes problems In its lowest offensive output this season, Georgia struggled just to get players open. On the offensive side of the ball, Texas A&M gave Georgia little room to operate its offense.It wasn’t that Georgia was missing open shots. Texas A&M forced the Bulldogs into difficult attempts, and when they did shoot, an Aggie hand was always in their faces.“They had some good size and it affected our shots,” Yante Maten said.


TNCMS.AdManager.render({region: 'fixed-big-ad-bottom-asset', slot: 1, fold: ""below""});


Maten, who was only 4-for-13 on the night, missed six shots from right under the rim. The whole game featured the sophomore doing battle with players who had a size advantage on him.When Derek Ogbeide exited the game, Maten, who stands at 6-foot-8 and weighs 240, matched up with Tyler Davis who has a two-inch and 25-pound advantage on Maten.Photo by Joshua L. JonesUndersized seemed to be the theme for Georgia, as almost every player matched up against a bigger body from Texas A&M. Anthony Collins guarding J.J. Frazier, Alex Caruso covering Kenny Gaines and Danuel House hounding Charles Mann all had a distinct size advantage on their Georgia counterparts.“It affected our rhythm a lot,” Gaines said. “We really struggled just moving the ball.”

Georgia wasn’t even able to locate easy passes. The Texas A&M defenders closed out on the Bulldog players so quickly they were not able to make good reads on the what the next move should be.Battle of the 34sAt the start of the game, fans awaited the highly-anticipated battle of the freshman 34s. On the Texas A&M sideline, center Tyler Davis looked over and prepared to do battle with Georgia’s Derek Ogbeide.Ogbeide (6-8;250) to make his 2nd career start today. He is matched up against A&M freshman Tyler Davis (6-10;265). It's the battle of 34's— Alex Makrides (@amakrides00) January 16, 2016As the game progressed, it became apparent that Davis’ extra two inches and 15 pounds gave him the advantage over his counterpart.Davis had the ability to back down Ogbeide deep into the post where he was able to plant his big body. Once he was fed the ball, he continually went up and over the smaller Georgia freshman several times.“If he gets position, it’s pretty much over,” Maten said. ""He is so big you can’t move him out.""","Alex Makrides
@amakrides00",sports,https://www.redandblack.com/sports/basketball-notebook-georgia-registers-season-low-point-total-in-blowout/article_c5f45420-bca0-11e5-bc6c-5fcf68c1f0cc.html
17-Jan-16,SEC struggles continue for Georgia basketball in loss to Alabama,"Georgia women’s basketball experienced foul trouble early against Alabama (13-5, 2-3) that provoked the Lady Bulldog’s downfall in a 64-50 loss, making its struggles in the Southeastern Conference continue to a 1-4 record.The Lady Bulldogs (13-5, 1-4) recorded a total of 24 fouls and 21 turnovers that allowed Alabama to spend more time with the basketball and increase their lead with ease.""Credit Alabama,"" Georgia head coach Joni Taylor said. ""They did a really good job of switching up their defense and keeping us off track, and I don't think we ever got into an offensive rhythm.""


 


Alabama managed 18 percent shooting from behind the arch while Georgia shot 47 percent and it still could not find the amount of offense it needed to pull ahead.An offensive explosion came from senior Shacobia Barbee, senior Tiaria Griffin and junior Pachis Roberts who combined for 42 of Georgia’s 50 points.Griffin tallied 19 points, Roberts notched 11 and Barbee collected her sixth double-double of the season with 12 points and 11 rebounds. It was a tight contention in the first half as the Crimson Tide held onto a 19-17 lead after the first quarter.And thanks to Griffin the Lady Bulldogs maintained a 15-13 lead for a few minutes before Alabama created a streak of their own. Once the second half began Alabama began to generate more space between their opponents to a 37-26 lead.Georgia’s defense heated up as well late in the third quarter as it held the home squad to just two points in 11 attempted shots.Even though the Lady Bulldogs pulled within one possession of the Crimson Tide in the second half of the game, Alabama maintained enough pressure to keep its lead and prevent Georgia from going ahead. 


 ","Jacob Stansell
@stansellw",sports,https://www.redandblack.com/sports/sec-struggles-continue-for-georgia-basketball-in-loss-to-alabama/article_16bbb6c8-bd91-11e5-9e31-9f18a2d23617.html
20-Jan-16,"Rapper Lecrae drops surprise mixtape, addresses socially conscious themes","Lecrae is quickly establishing himself as one of the best rappers in the game right now. That’s not within the category of Christian rap either; just one of the best in hip-hop. Period.Often labeled as a Christian rapper making Christian music—which the emcee has constantly taken issue with, he is now spitting some of the most socially conscious rap that not only touches upon religion, but politics, race relations and human trafficking.His style and production always followed the trends of the time, blending in to match his contemporaries even though he’s peddling a different message. This did leave his music sounding like generic trap sometimes, but with his 2012 album “Gravity,” he finally seemed to find his own sound to match his message. 2014’s “Anomaly” expanded on this further, providing introspective tracks surrounding topical issues in a concept album-esque fashion.


 


And now in 2016, he drops his third mixtape “Church Clothes 3” out of nowhere on Friday Jan. 15. While weaker than “Anomaly” overall, there are a few tracks that definitely stand out as career highlights.Similar to Kendrick Lamar’s last album “To Pimp a Butterfly,” Lecrae has a very clear message surrounding African American youth, gang violence and inequality. While Lamar prefers overarching metaphors and analogies to make his point, Lecrae is a lot more forthright and blunt with his thoughts and topics.The album highlight “Gangland” sounds like a track Lamar would release given the social commentary on the formation of gangs and their original role within the black community. The preceding track, “Freedom” also hits hard since it covers the very emotionally charged topic of human trafficking.Neither of these tracks comes across as overly preachy or overbearing since the subject matter is universal. While all listeners may not connect with his religious messages or motivations, his listeners will connect with a war against gang violence and sex slavery.The mixtape doesn’t work when Lecrae falls back into bad habits of trying way too hard to chase trends. Most of the latter half of the album has him saying lame brags like, “I’m hearin’ screams and they sayin’ we sold out/I’m hearin’ screams from the stands cause we sold out.” Brag tracks, while often filler, can be done well. Lecrae’s efforts should remain tackling bigger topics, not brag rap.“Church Clothes 3” does have some of the most diverse production Lecrae has ever spit over, which is especially impressive given that this is only a mixtape, not an album. However, the project would have been much stronger overall if it stuck to the theme of the first two tracks and expanded upon them instead of mostly abandoning deeper topics to impress middle-school Future and Migos fans.",Zach Hansen @zach_ehansen,culture,https://www.redandblack.com/culture/rapper-lecrae-drops-surprise-mixtape-addresses-socially-conscious-themes/article_0e864a2a-bf87-11e5-80e3-67cf5bcc0d12.html
20-Jan-16,Shacobia Barbee leads Southeastern Conference in rebounding despite shorter stature,"If you created a list of the tallest basketball players in the Southeastern Conference, your eyes would take some time to spot Georgia guard Shacobia Barbee.At 5-foot-10, she’s almost diminutive in comparison to many of her teammates and opponents. But measurements are not nearly as important in basketball as rebounds, and on that list, Barbee is right at the top.As of Jan. 19, Barbee’s 169 rebounds are more than anyone else in the SEC. She is the only player in the top five under six feet. In fact, she’s the only one of the five top SEC rebounders shorter than 6-foot-3.It would surprise most that Barbee racks up the boards like she does, but one person who is not shocked is Lady Bulldogs head coach Joni Taylor.“She’s got a huge basketball IQ and she’s got a nose for the ball,” Taylor said.Photo by Randy SchaferFellow guard Marjorie Butler sees many of the same qualities in Barbee as Taylor does. Butler has played with Barbee since both players were freshmen in 2012. She’s had a long time to watch and admire the way Barbee plays the game.“She influences her teammates and all of us on the court,"" Butler said. ""We feed off of her. She anticipates plays that other people can’t do.”Barbee’s intelligence shows up in more ways than one. In addition to topping the SEC in rebounds, Barbee is also fifth in the conference in assists per game and fourth in steals per game. She’s the only player in the conference to be ranked in the top five of all three categories. While knowledge of the game is instrumental in Barbee’s success, she also brings another key characteristic that everyone you ask brings up without fail: intensity.Photo by Randy SchaferWhether it be on offense or defense, Barbee brings the same vapid energy to every minute she plays.“She’s always aggressive,” guard Tiaria Griffin said. “She loves rebounding. She does the dirty work. It might not always show, but she lives for doing the dirty work.”Taylor had much of the same to say about Barbee's style.“It just comes down to want,” Taylor said. “Rebounding is about your effort and just going after the basketball. She knows that for us to be successful that’s something that she has to do.”If history is any indication, Taylor is right in her assumption that Georgia needs Barbee.Last year, on her way to what would have most likely been her third-straight selection to the SEC All-Defensive team, Barbee fractured her fibula against Tennessee. The injury caused her to miss the rest of the season, and the effects were felt immediately.Photo by Randy SchaferAfter starting the year 18-3 with Barbee in the lineup, the Lady Bulldogs declined sharply without her. The team finished the year with a 1-9 record. Georgia was fittingly knocked out of the SEC tournament by Tennessee, the same team the Lady Bulldogs were playing when Barbee went down. Barbee is back and is averaging more points per game, rebounds per game, assists per game, and steals per game than she was last year. If she can stay healthy, she’ll look to push Georgia further than the first round of the SEC tournament this go-round. What Barbee lacks in size, she clearly makes up in skill and intensity. She may not be one of the biggest players on the court, but for Georgia, she might be the key to returning to the NCAA Tournament. 


 ","Nathan Berg 
@NathanxBerg",sports,https://www.redandblack.com/sports/shacobia-barbee-leads-southeastern-conference-in-rebounding-despite-shorter-stature/article_e0109790-bf09-11e5-8dd8-e3179bd5830c.html
20-Jan-16,Lady Bulldogs look to bounce back against Mississippi State,"The Georgia Lady Bulldogs basketball team will return home Thursday to play the Mississippi State Bulldogs in Stegeman Coliseum. It will be Georgia’s first home game following a two game road trip that saw the team go 1-1 against Florida and Alabama.It is a game Georgia needs to win, as the Lady Bulldogs find themselves in a hole in the Southeastern Conference with a 1-4 record. Things won't get easier for the struggling Lady Bulldogs either as they are matched up with one of the highest ranked opponents they have had to play this year. Mississippi State is currently ranked No. 10 in the AP top 25.Despite the tough matchup Georgia at least has the benefit of being at home, which has been a huge advantage so far this season. The Lady Bulldogs are 9-2 inside Stegeman Coliseum as opposed to being 3-3 in away games.


 


“Being at home in front of our crowd is a big advantage for us,” senior Marjorie Butler said. “In games here in the Southeastern Conference it can be a couple of possessions that make the difference in a game. Being able to have our home crowd here to support us. That’s huge, and I’m looking forward to it.”Georgia has its hands full as Mississippi State boasts one of the most talented rosters in the conference. The Bulldogs of Mississippi State are led by the SEC’s top scorer of the season, Victoria Vivians. Also on the roster are centers Teaira McCowan and Chinwe Okorie, who stand at 6’7” and 6’5"", which are both taller than anyone on Georgia’s team.Mississippi State’s height advantage is obviously going to cause issues in the paint both offensively and defensively, but Georgia head coach Joni Taylor believes her team has what it takes to matchup with the taller players.“We’ve got to just fight, not let them get two feet buried in the paint, do a great job of boxing out, and hopefully get them to come over our back,” Taylor said. “Offensively we’ve got to pull them away from the basket and make them actually guard us and not just stand in the paint.”The Lady Bulldogs will have the next few days to prepare for the game, and it will tip off on Thursday evening at 7 p.m. in Stegeman Coliseum.","Nathan Berg 
@NathanxBerg",sports,https://www.redandblack.com/sports/lady-bulldogs-look-to-bounce-back-against-mississippi-state/article_57a2b91c-bee9-11e5-9270-8f697e90cc9d.html
